"year","seasons","districts","crop_type","production","arable_size","air_temp","atm_pressure","evapo_trans","humidity","l_stemp","ndvi","rainfall","soil_moisture","solar_rad","wind_force"
2018,"Season A","Nyaruguru","banana",1182.29,736.33,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","banana",384,423.86,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","banana",2053.41,1633.9,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","banana",7176,2630,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","banana",6312.41,1913.81,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2020,"Season A","Nyaruguru","banana",2744.25,1182.68,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2020,"Season A","Nyaruguru","banana",4528.33,2454.44,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","banana",6317.98,1682.46,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2021,"Season A","Nyaruguru","banana",2774.09,1280.77,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2021,"Season A","Nyaruguru","banana",10261.23,2529.36,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","beans",928.29,1190.81,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","beans",2790.79,2192.33,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","beans",4653.29,3193.85,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","beans",3682,4138,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2021,"Season A","Nyaruguru","beans",1085.27,2073.66,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2021,"Season A","Nyaruguru","beans",2552.18,4646.87,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2021,"Season A","Nyaruguru","beans",4019.09,7220.08,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","Cassava",2035.77,4198.48,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","Cassava",7406,4855,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","Cassava",10144.43,5037.43,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","Cassava",11205.29,5335.6,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","irish_potatoes",6261.01,1245.4,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","irish_potatoes",6993,1302,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","irish_potatoes",6993.43,1367.47,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","irish_potatoes",7751.46,1379.18,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","Maize",4612.91,2304.42,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","Maize",2628,2818,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","Maize",10963.47,6798.94,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","Maize",11154.82,5796.39,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","Sorghum",95.45,33.25,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","soya",672.52,980.57,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","soya",438,875,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","soya",427.77,1057.8,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","soya",243.3,697.23,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","sweet_potatoes",50539.53,4986.8,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","sweet_potatoes",37084,4963,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","sweet_potatoes",42198,4415,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","sweet_potatoes",44883.79,4844.65,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","vegetables",6402.72,5975.09,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2018,"Season A","Nyaruguru","vegetables",2159.86,168.65,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","vegetables",2347,214,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","vegetables",4230.19,400.76,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","vegetables",5673.98,10397.6,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2021,"Season A","Nyaruguru","vegetables",5583.8,620.43,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Nyaruguru","yams",4476.95,559.76,20.88,782.33,0.12,61.85,22.42,0.11,113.7,0.4,328.18,-0.68
2019,"Season A","Nyaruguru","yams",2500,410,20.18,784.26,0.13,67.69,21.5,0,127.5,0.6,328.43,-0.59
2020,"Season A","Nyaruguru","yams",3339.27,548.5,11.2,776.9,0.14,63.25,21.91,0.13,112.66,0.54,327.35,-0.62
2021,"Season A","Nyaruguru","yams",5184.34,725.62,14.79,793.89,0.2,69.45,21.03,0.18,154.52,0.64,327.08,-0.47
2018,"Season A","Rubavu","banana",1541.26,636.02,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","banana",86.8,54.1,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","banana",108.28,106.83,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","banana",7805,621,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","banana",5533.26,1033.61,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2020,"Season A","Rubavu","banana",1053.55,294.84,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2020,"Season A","Rubavu","banana",11036.7,1807.46,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","banana",5172.23,1097.59,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2021,"Season A","Rubavu","banana",979.73,339.38,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2021,"Season A","Rubavu","banana",9520.55,1887.36,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","beans",23.47,6.76,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","beans",1840.91,1796.71,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","beans",3658.35,3586.67,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","beans",2903,2647,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","beans",387.69,649.66,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2020,"Season A","Rubavu","beans",7164.5,8669.85,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","beans",353.71,816.84,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2021,"Season A","Rubavu","beans",2817.13,3894.21,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2021,"Season A","Rubavu","beans",5280.56,6971.59,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","Cassava",240.85,32.13,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","irish_potatoes",66183.14,5300.61,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","irish_potatoes",67633,5332,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","irish_potatoes",60537.62,6175.44,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","irish_potatoes",69790.34,5467.61,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","Maize",5393.96,3396.48,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","Maize",7139,4258,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","Maize",2900.58,1534.12,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","Maize",3365.67,2128.2,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","Sorghum",31.74,33.82,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","Sorghum",154,116,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","Sorghum",112.33,126.51,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","Sorghum",103.48,134.62,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2020,"Season A","Rubavu","soya",223.62,216.09,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","soya",278.27,259.65,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","sweet_potatoes",2941.65,769.17,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","sweet_potatoes",3149,498,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","sweet_potatoes",4342.18,537.81,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","sweet_potatoes",4997.75,708.28,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","vegetables",3758.71,3722.21,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2018,"Season A","Rubavu","vegetables",6016.02,578.88,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","vegetables",19516,1067,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","vegetables",17040.88,1663.72,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","vegetables",5990.01,8168.48,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2021,"Season A","Rubavu","vegetables",17255.4,1985.14,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Rubavu","yams",275.13,33.83,19.95,782.51,0.1,63.9,21.62,0.08,154.95,0.36,322.93,-0.54
2019,"Season A","Rubavu","yams",660,95,19.35,784.38,0.11,69.91,20.78,0,112.46,0.58,323.37,-0.52
2020,"Season A","Rubavu","yams",322.69,93.71,10.4,777.03,0.13,65.79,21.27,0.15,98.94,0.53,322.58,-0.55
2021,"Season A","Rubavu","yams",492.26,106.55,13.96,794.03,0.19,69.02,20.16,0.2,140.3,0.6,321.62,-0.47
2018,"Season A","Ruhango","banana",2098.19,629.04,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2018,"Season A","Ruhango","banana",1390.85,1341.58,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2018,"Season A","Ruhango","banana",18194.7,5638.37,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","banana",22115,8070,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","banana",3256.95,1556.16,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2020,"Season A","Ruhango","banana",2879.06,1736.49,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2020,"Season A","Ruhango","banana",3068.01,5188.07,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","banana",3335.87,1705.13,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2021,"Season A","Ruhango","banana",2723.28,1907.54,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2021,"Season A","Ruhango","banana",17403.15,5547.85,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","beans",6636.17,9952.61,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2018,"Season A","Ruhango","beans",4030.86,6072.71,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2018,"Season A","Ruhango","beans",1425.55,2192.82,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","beans",7450,10582,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2021,"Season A","Ruhango","beans",6415.84,10577.33,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2021,"Season A","Ruhango","beans",4499.09,6936.84,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2021,"Season A","Ruhango","beans",2582.34,3296.36,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","Cassava",120797.13,21824.46,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","Cassava",74523,21800,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","Cassava",90017.73,16723.93,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","Cassava",95120.35,18193.59,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","irish_potatoes",1529.3,400.59,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","irish_potatoes",629,227,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","irish_potatoes",1418.05,471.36,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","irish_potatoes",1681.11,457.82,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","Maize",1898.46,1385.77,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","Maize",1418,1743,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","Maize",4256.33,2963.58,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","Maize",4475.19,3454.35,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2020,"Season A","Ruhango","Sorghum",71.45,70.8,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","Sorghum",3.65,11.27,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","soya",1143.84,2906.83,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","soya",507,1887,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","soya",1117.21,2154.28,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","soya",1473.8,2958.29,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","sweet_potatoes",15115.1,2066.43,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","sweet_potatoes",7182,1223,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","sweet_potatoes",10701.71,1501.33,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","sweet_potatoes",12127.86,1951.16,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","vegetables",10533.36,16745.48,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2018,"Season A","Ruhango","vegetables",1573.3,163.9,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","vegetables",4822,487,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","vegetables",2795.38,371.93,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","vegetables",10857.23,18068.25,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2021,"Season A","Ruhango","vegetables",3409.72,469.54,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Ruhango","yams",2824.59,446.24,21.29,782.3,0.08,59.48,22.88,0.12,86.5,0.31,329.73,-0.88
2019,"Season A","Ruhango","yams",1118,168,20.51,784.24,0.12,66.46,21.89,0.03,119.22,0.51,330.14,-0.65
2020,"Season A","Ruhango","yams",1312.24,881.54,11.53,776.91,0.14,62.68,22.31,0.18,112.7,0.44,329.37,-0.71
2021,"Season A","Ruhango","yams",2149.98,578.1,15.12,793.89,0.22,66.86,21.29,0.15,140.28,0.41,328.43,-0.5
2018,"Season A","Rulindo","banana",5568.87,1273.05,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2018,"Season A","Rulindo","banana",5686.11,1405.47,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2018,"Season A","Rulindo","banana",18609.45,4628.26,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","banana",30222,9868,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","banana",8032.75,2401.83,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2020,"Season A","Rulindo","banana",3614.31,1253.2,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2020,"Season A","Rulindo","banana",10649.83,3822.21,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","banana",7802.62,2325.89,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2021,"Season A","Rulindo","banana",3952.96,1318.99,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2021,"Season A","Rulindo","banana",10578.37,3579.3,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","beans",6708.18,9565.31,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2018,"Season A","Rulindo","beans",4952.76,6220.05,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2018,"Season A","Rulindo","beans",3197.34,2874.79,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","beans",11955,13543,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","beans",2640.21,5024.74,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2020,"Season A","Rulindo","beans",4073.29,6433.96,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","beans",2816.96,5636.03,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2021,"Season A","Rulindo","beans",3270.88,6271.42,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2021,"Season A","Rulindo","beans",3724.81,6906.82,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","Cassava",5494.45,5525.25,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","Cassava",7760,5710,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","Cassava",8053.59,4394.4,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","Cassava",8780.39,4566.1,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","irish_potatoes",4136.95,692.64,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","irish_potatoes",5271,781,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","irish_potatoes",5338.72,1358.76,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","irish_potatoes",5536.37,1152.63,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","Maize",9355.39,5214.47,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","Maize",9124,6602,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","Maize",6168.92,4184.86,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","Maize",6384.88,4163.55,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","soya",282.7,645.85,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","soya",263,863,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","soya",200.58,263.95,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","soya",181.73,351.94,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","sweet_potatoes",20333.39,3410.15,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","sweet_potatoes",31625,4458,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","sweet_potatoes",35648.04,5146.38,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","sweet_potatoes",29282.79,4329.22,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","vegetables",10361.29,13483.83,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2018,"Season A","Rulindo","vegetables",7133.3,499.02,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","vegetables",4598,540,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","vegetables",11947.53,956.1,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","vegetables",7055.87,13382.46,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2021,"Season A","Rulindo","vegetables",11819.75,1242.83,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rulindo","yams",784.8,170.89,21.29,782.3,0.08,59.48,22.88,0.21,120.2,0.31,329.73,-0.88
2019,"Season A","Rulindo","yams",748,118,20.51,784.24,0.12,66.46,21.89,0.2,109.22,0.51,330.14,-0.65
2020,"Season A","Rulindo","yams",474.63,105.17,11.53,776.91,0.14,62.68,22.31,0.22,110.7,0.44,329.37,-0.71
2021,"Season A","Rulindo","yams",371.16,79.08,15.12,793.89,0.22,66.86,21.29,0.15,148.04,0.41,328.43,-0.5
2018,"Season A","Rusizi","banana",6622.69,1891.3,20.88,782.33,0.12,61.85,22.42,0.1,153.65,0.4,328.18,-0.68
2018,"Season A","Rusizi","banana",192.75,122.66,20.88,782.33,0.12,61.85,22.42,0.1,153.65,0.4,328.18,-0.68
2018,"Season A","Rusizi","banana",7777.22,2040.8,20.88,782.33,0.12,61.85,22.42,0.1,153.65,0.4,328.18,-0.68
2019,"Season A","Rusizi","banana",7231,3830,20.18,784.26,0.13,67.69,21.5,0.06,119.38,0.6,328.43,-0.59
2020,"Season A","Rusizi","banana",8060.32,2381.99,11.2,776.9,0.14,63.25,21.91,0.09,116.52,0.54,327.35,-0.62
2020,"Season A","Rusizi","banana",1718.17,561.5,11.2,776.9,0.14,63.25,21.91,0.09,116.52,0.54,327.35,-0.62
2020,"Season A","Rusizi","banana",15659.12,3317.11,11.2,776.9,0.14,63.25,21.91,0.09,116.52,0.54,327.35,-0.62
2021,"Season A","Rusizi","banana",8608.97,2171.89,14.79,793.89,0.2,69.45,21.03,0.19,163.42,0.64,327.08,-0.47
2021,"Season A","Rusizi","banana",1721.82,566.2,14.79,793.89,0.2,69.45,21.03,0.19,163.42,0.64,327.08,-0.47
